taux_reussite,temps_moyen,nb_erreurs_consecutives,persistance,cluster
0.8897371322408986,16.788936801741418,0,0.7978758510641804,2
0.8389388559063052,17.80392263184117,0,0.9153676074129773,2
0.9018150830480554,20.415256215876383,0,0.9854787787710833,2
0.971842388512642,20.269010260174515,1,0.93070781233968,2
0.8312677300221331,8.111653160214544,2,0.9557311785213669,2
0.8312690434440655,10.310874800424386,0,0.9029382099227368,2
0.9763370252405913,17.5751763360433,1,1.0,2
0.9113947783322327,17.568929754561044,0,0.9135667381032806,2
0.8124420491252038,17.575238431530238,0,0.8827639854076758,2
0.8934048034868771,34.26365745327361,0,0.9909213930055244,1
0.812926584575003,17.854452553465833,1,0.8075872062108432,2
0.8127416197143794,20.677828200902994,0,0.9600826674813876,2
0.8693569817252828,19.770008817466014,0,0.836601210061829,2
0.6969375804273761,18.25695625652899,0,1.0,2
0.7120065733989573,13.423653776798272,0,0.8991178197402564,2
0.8050169976607222,18.794846102466337,0,0.9307987776655752,2
0.768973510373246,11.13587392731214,0,0.9530056317315299,2
0.8751397866076219,13.815906966299956,0,0.7656252322948675,2
0.7773580739583031,12.573182260854482,0,0.8679532126754514,2
0.7370157038931766,15.409370696931612,0,1.0,2
0.9672519015137243,26.573292833367542,1,0.9894212019336711,2
0.8319378959610771,5.663674037041259,0,0.9426425764316173,2
0.8554022563750339,18.43130095187257,1,0.8120429142859582,2
0.7360201451029235,6.936420644051742,0,0.9668402768686863,2
0.8064493820379853,12.640340671052833,0,0.9770719672164357,2
0.8588738071767893,20.444752984836832,0,0.9237613770498997,2
0.7579205138062157,15.321400095477314,0,1.0,2
0.8800558414676537,9.611276110353469,0,0.8653254567895902,2
0.8019489048064956,11.423481453700159,0,0.879211393800002,2
0.8266645000165378,18.39798874467338,0,0.7212310736731349,2
0.8018634710216482,11.348166841414317,0,0.9935862008118131,2
0.998182254760715,16.082292947909874,0,0.9451089570776108,2
0.8489202220209653,15.227859199519068,0,0.7854543739893417,2
0.765383125683528,11.741998261970915,0,0.7793120800004683,2
0.9158035929682551,25.719720446626628,0,0.8501895498103191,2
0.7523325080023182,18.169595111590056,1,0.9834926353584283,2
0.8667090876003805,5.0,0,0.8959711609529097,2
0.693226390089618,15.932271573847139,0,0.8556170466671741,2
0.7437451160881255,11.69106767615806,0,0.8395107285533203,2
0.8657488988695299,19.26216667398112,0,0.8359270433737451,2
0.9090773263996328,11.037396307836497,2,0.7653057359113953,2
0.8637094624951976,14.426317792665506,1,0.8234083334682901,2
0.8407481374089407,17.524936394902287,0,0.8343537536258266,2
0.8259117043528569,19.328775970850607,0,0.9746098589165717,2
0.7317182407706058,8.998517964721119,1,0.9067421557482709,2
0.7924124633284233,13.327493820795258,0,0.8539532125586031,2
0.813148898323217,12.62527344419522,0,1.0,2
0.9345697780975133,11.73335383713144,0,0.8668882469162668,2
0.8774894631654769,23.827271201405484,0,1.0,2
0.7089567875709812,17.024908554804778,0,1.0,2
0.8759267175515836,8.695580228324774,0,0.7944031729874126,2
0.8191934175666946,19.58930973527388,0,0.9259170371258855,2
0.7958462399755233,25.610780985063165,0,0.8785973079273421,2
0.8989341031072694,20.162326302755734,0,0.8720860482752532,2
0.9324799617996761,7.403150170229933,0,0.9644301453445527,2
0.9245024095292959,12.578829635668743,0,0.8701703602861374,2
0.7828625981421888,21.334555745933113,1,0.8803224762938824,2
0.8252630099319028,11.461652671906096,0,0.9065508083499766,2
0.8765010745122851,17.219097140731144,0,0.8901280585298745,2
0.9280436101697888,18.873170267146683,0,0.82611438343903,2
0.2924990914585652,46.46139056843834,0,0.3693859757271211,1
0.32772092280034193,63.809492878764,1,0.4072796407761401,0
0.2172398031192766,5.0,1,0.3015427884302826,2
0.20645520511031948,44.51224717331421,1,0.19351710234666014,1
0.44750309868730376,59.948636972136796,2,0.14421838955053284,1
0.5127488034284987,40.044336360703014,1,0.14445699056103306,1
0.3413587854103599,97.6482260786327,2,0.6036064547549063,0
0.4704239477470429,36.397172440787344,2,0.3906757452349966,1
0.3933963230057161,56.19911026606032,3,0.12398348821249927,1
0.27258562944738507,67.61481154572182,2,0.2747046741155711,0
0.39336747266100963,93.82546578132231,4,0.19561974623509565,0
0.5345643879759163,36.282756976411214,4,0.3375700564234436,1
0.3457008753068058,88.26327504309918,1,0.33152486541840126,0
0.5377572386976808,65.20466122039174,2,0.4125414480858206,0
0.03563058750923065,45.36982697904098,1,0.12241653120067067,1
0.44862830052502684,74.24206948526542,2,0.26571029479571956,0
0.36044564818858055,68.9811939114694,3,0.0,0
